117;5119;9.900000;1014;small
118;3311;9.900000;1115;small
119;2911;9.900000;1119;small
120;3973;9.900000;1169;small
121;1201;9.900000;1129;small
122;4726;9.900000;1084;small
123;1969;9.900000;1242;small
124;2805;9.900000;1144;small
125;3615;9.900000;1103;small
126;3251;9.900000;1140;small
127;1323;9.900000;1194;small
128;1619;9.900000;1304;small
129;3767;9.900000;1072;small
130;1066;9.900000;1243;small
131;2933;9.900000;1234;small
132;1380;9.900000;1281;small
133;2730;9.900000;1258;small
134;3731;9.900000;1259;small
135;3304;9.900000;1195;small
136;3427;9.900000;1198;small
137;2162;9.900000;1326;small
138;4071;9.900000;1360;small
139;2466;9.900000;1306;small
140;3888;9.900000;1247;small
141;3612;9.900000;1329;small
142;2743;9.900000;1298;small
143;3213;9.900000;1324;small
144;2756;9.900000;1285;small
145;624;9.900000;1315;small
146;3368;9.900000;1326;small
147;4544;9.900000;1404;small
148;1782;9.900000;1322;small
149;4145;9.900000;1431;small
150;3476;9.900000;1384;small
151;1998;9.900000;1369;small
152;3099;9.900000;1332;small
153;2607;9.900000;1558;small
154;1815;9.900000;1429;small
155;1472;9.900000;1447;small
156;350;9.900000;1526;small
157;3846;9.900000;1378;small
158;3267;9.900000;1406;small
159;2316;9.900000;1582;small
160;1638;9.900000;1481;small
161;4578;9.900000;1514;small
162;3417;9.900000;1590;small
163;2435;9.900000;1599;small
164;3046;9.900000;1523;small
165;1166;9.900000;1492;small
166;3078;9.900000;1596;small
167;622;9.900000;1567;small
168;4221;9.900000;1553;small
169;4882;9.900000;1589;small
170;3789;9.900000;1561;small
171;1025;9.900000;1475;small
172;3968;9.900000;1513;small
173;3895;9.900000;1474;small
174;1969;9.900000;1547;small
175;1431;9.900000;1558;small
176;4746;9.900000;1615;small
177;3182;9.900000;1589;small
178;4525;9.900000;1618;small
179;4407;9.900000;1642;small
180;1767;9.900000;1641;small
181;1325;9.900000;1644;small
182;2683;9.900000;1508;small
183;4479;9.900000;1507;small
184;1965;9.900000;1609;small
185;1850;9.900000;1618;small
186;3639;9.900000;1659;small
187;1510;9.900000;1550;small
188;747;9.900000;1650;small
189;3095;9.900000;1706;small
190;2525;9.900000;1684;small
191;2934;9.900000;1602;small
192;4604;9.900000;1701;small
193;1869;9.900000;1643;small
194;1402;9.900000;1674;small
195;3463;9.900000;1687;small
196;223;9.900000;1762;small
197;2428;9.900000;1717;small
198;2649;9.900000;1733;small
199;4737;9.900000;1721;small
200;2587;9.900000;1711;small
201;4697;9.900000;1782;small
202;611;9.900000;1687;small
203;3291;9.900000;1730;small
204;4089;9.900000;1801;small
205;1568;9.900000;1748;small
206;4299;9.900000;1714;small
207;4813;9.900000;1783;small
208;1294;9.900000;1688;small
209;2691;9.900000;1749;small
210;1370;9.900000;1735;small
211;2817;9.900000;1911;small
212;2978;9.900000;1917;small
213;694;9.900000;1674;small
214;2557;9.900000;1820;small
215;3398;9.900000;1895;small
216;2256;9.900000;1785;small
217;4547;9.900000;1815;small
218;4897;9.900000;1772;small
219;348;9.900000;1796;small
220;418;9.900000;1813;small
221;3241;9.900000;1866;small
222;3673;9.900000;1806;small
223;4011;9.900000;1790;small
224;4565;9.900000;1971;small
225;4182;9.900000;1901;small
226;3515;9.900000;1923;small
227;3852;9.900000;1965;small
228;4926;9.900000;2041;small
229;3702;9.900000;1952;small
230;1844;9.900000;1870;small
231;3449;9.900000;1859;small
232;3527;9.900000;1952;small
233;1445;9.900000;1961;small
234;1571;9.900000;1812;small
235;1258;9.900000;1976;small
236;1898;9.900000;1934;small
237;3938;9.900000;2011;small
238;4055;9.900000;2026;small
239;5257;9.900000;17;small
240;548;9.900000;122;small
241;5509;9.900000;83;small
242;2509;9.900000;62;small
243;2013;9.900000;115;small
244;3364;9.900000;54;small
245;138;9.900000;109;small
246;3256;9.900000;53;small
247;5247;9.900000;249;small
248;4416;9.900000;174;small
249;3690;9.900000;227;small
250;48;9.900000;299;small
251;2342;9.900000;230;small
252;849;9.900000;22;small
253;631;9.900000;246;small
254;4460;9.900000;336;small
255;3365;9.900000;147;small
256;1430;9.900000;504;small
257;3718;9.900000;291;small
258;2160;9.900000;100;small
259;4253;9.900000;293;small
260;946;9.900000;392;small
261;4150;9.900000;313;small
262;841;9.900000;440;small
263;3891;9.900000;279;small
264;2513;9.900000;200;small
265;5626;9.900000;264;small
266;3392;9.900000;326;small
267;2776;9.900000;104;small
268;4807;9.900000;334;small
269;3546;9.900000;393;small
270;3990;9.900000;324;small
271;4949;9.900000;391;small
272;5590;9.900000;464;small
273;5376;9.900000;244;small
274;2278;9.900000;571;small
275;4594;9.900000;350;small
276;3717;9.900000;382;small
277;2338;9.900000;576;small
278;5323;9.900000;423;small
279;4578;9.900000;335;small
280;2940;9.900000;379;small
281;25;9.900000;488;small
282;4519;9.900000;429;small
283;3439;9.900000;508;small
284;5414;9.900000;484;small
285;1764;9.900000;436;small
286;5127;9.900000;505;small
287;3643;9.900000;604;small
288;2250;9.900000;532;small
289;2115;9.900000;558;small
290;1969;9.900000;615;small
291;3467;9.900000;657;small
292;5538;9.900000;630;small
293;4579;9.900000;511;small
294;2195;9.900000;818;small
295;4332;9.900000;592;small
296;3426;9.900000;752;small
297;3551;9.900000;803;small
298;4860;9.900000;815;small
299;4334;9.900000;811;small
300;3588;9.900000;800;small
301;4072;9.900000;817;small
302;5473;9.900000;853;small
303;4229;9.900000;814;small
304;4510;9.900000;810;small
305;3448;9.900000;840;small
306;4720;9.900000;920;small
307;492;9.900000;971;small
308;5474;9.900000;974;small
309;5611;9.900000;949;small
310;640;9.900000;1054;small
311;4;9.900000;1017;small
312;2317;9.900000;1054;small
313;5565;9.900000;1003;small
314;446;9.900000;1064;small
315;5421;9.900000;1118;small
316;4770;9.900000;1128;small
317;2418;9.900000;1211;small
318;4120;9.900000;984;small
319;84;9.900000;1151;small
320;2309;9.900000;1201;small
321;4150;9.900000;1238;small
322;687;9.900000;1337;small
323;4731;9.900000;1266;small
324;5209;9.900000;1354;small
325;2286;9.900000;1289;small
326;5552;9.900000;1239;small
327;888;9.900000;1239;small
328;4886;9.900000;1282;small
329;4528;9.900000;1249;small
330;4963;9.900000;1477;small
331;5291;9.900000;1632;small
332;4272;9.900000;1367;small
333;29;9.900000;1395;small
334;4823;9.900000;1384;small
335;5312;9.900000;1381;small
336;829;9.900000;1434;small
337;5566;9.900000;1504;small
338;4707;9.900000;1470;small
339;2142;9.900000;1625;small
340;2290;9.900000;1538;small
341;135;9.900000;1788;small
342;5044;9.900000;1811;small
343;971;9.900000;1658;small
344;2238;9.900000;1835;small
345;5420;9.900000;1698;small
346;4356;9.900000;1860;small
347;5273;9.900000;1789;small
348;303;9.900000;1922;small
349;1150;9.900000;1702;small
350;198;9.900000;1769;small
351;1013;9.900000;1868;small
352;178;9.900000;1869;small
353;841;9.900000;1899;small
354;42;9.900000;1638;small
355;997;9.900000;1900;small
356;2796;9.900000;1981;small
357;5062;9.900000;1957;small
358;85;9.900000;1898;small
359;2728;9.900000;1980;small
360;5494;9.900000;2028;small
361;2223;9.900000;1889;small
362;934;9.900000;2039;small
363;3192;9.900000;2011;small
